item_id,source,translation,score
vocab-item-085,the watermelon,die wassermelone,0.8367347717285156
vocab-item-086,the waterwheel,das wasserrad,0.8225407004356384
vocab-item-087,the ant,die ameise,0.8415982723236084
vocab-item-088,the ball,der kugel,0.7546103000640869
vocab-item-089,the bear,der bär,0.8067680597305298
vocab-item-090,the duck,die ente,0.8375488519668579
vocab-item-091,the fork,die gabel,0.8060429096221924
vocab-item-092,the kitten,das kätzchen,0.7908475399017334
vocab-item-093,the knee,das knie,0.8275055885314941
vocab-item-094,the milkshake,der milchshake,0.8101316094398499
vocab-item-095,the skin,der haut,0.7977212071418762
vocab-item-096,the wall,die wand,0.7949068546295166
vocab-item-097,the wheel,das rad,0.8122717142105103
vocab-item-098,the farm,der bauernhof,0.8287579417228699
vocab-item-099,juggling,der jonglieren,0.4724220335483551
vocab-item-100,the dressing,der Dressing,0.43640562891960144
vocab-item-101,the roof,das dach,0.8121544122695923
vocab-item-102,peeking,spähen,0.47976046800613403
vocab-item-103,the ruler,das lineal,0.25012102723121643
vocab-item-104,the tunnel,der tunnel,0.8283717632293701
vocab-item-105,the envelope,der umschlag,0.7705388069152832
vocab-item-106,the diamond,der diamant,0.8491781949996948
vocab-item-107,the calendar,der kalender,0.8451114296913147
vocab-item-108,the panda,der panda,0.8383714556694031
vocab-item-109,the arrow,der pfeil,0.8235951662063599
vocab-item-110,picking,pflücken,0.7233933806419373
vocab-item-111,dripping,tropfen ,0.5031318068504333
vocab-item-112,the knight,der ritter,0.8408870697021484
vocab-item-113,delivering,liefern,0.7259292006492615
vocab-item-114,the dentist,der zahnarzt,0.834094762802124
vocab-item-115,the claw,der Klauenhammer,0.6108359098434448
vocab-item-116,the uniform,die uniform,0.7683091163635254
vocab-item-117,furry,pelzig,0.7508582472801208
vocab-item-118,the cormorant,der kormoran,0.8407415151596069
vocab-item-119,fetch,bringen,0.6539961099624634
vocab-item-120,the arcade,die arkade,0.8120303153991699
vocab-item-121,the artifact,das artefakt,0.8075952529907227
vocab-item-122,aversion,abneigung,0.821166455745697
vocab-item-123,the beret,die baskenmütze,0.7645562291145325
vocab-item-124,applaud,applaudieren,0.7573508620262146
vocab-item-125,timid,schüchtern,0.8131424188613892
vocab-item-126,the camp,das lager,0.7270290851593018
vocab-item-127,tumble,turnen,0.4721046984195709
vocab-item-128,concentric,konzentrisch,0.8067508339881897
vocab-item-129,the confectionery,der Süßigkeiten,0.6239827871322632
vocab-item-130,the couturier,der Schneider,0.8002520799636841
vocab-item-131,degression,degression,0.4342842996120453
vocab-item-132,the divan,die Ottomane,0.3390967547893524
vocab-item-133,the wetland,das feuchtgebiet,0.8431220054626465
vocab-item-134,the baywindow,das erkerfenster,0.7652586698532104
vocab-item-135,the aesthete,der ästhetik,0.6524040699005127
vocab-item-136,ecstatic,ekstatisch,0.8095586895942688
vocab-item-137,rickety,heruntergekommen,0.3595227003097534
vocab-item-138,gourmet,feinschmecker,0.814979076385498
vocab-item-139,gesticulate,gestikulieren,0.8382466435432434
vocab-item-140,the facade,die fassade,0.8201076984405518
vocab-item-141,the slope,der hang,0.7835767269134521
vocab-item-142,the habit,die Angewohnheit,0.8180488348007202
vocab-item-143,the intersection,die kreuzung,0.755516529083252
vocab-item-144,the irrigation,die bewässerung,0.805384635925293
vocab-item-145,the kazoo,der kazoo,0.8222101926803589
vocab-item-146,chat,quatschen ,0.8007239699363708
vocab-item-147,the colony,die kolonie,0.854975700378418
vocab-item-148,preserve,aufbewahren,0.7879140377044678
vocab-item-149,the awning,der sonnensegel,0.7541666030883789
vocab-item-150,mammalogy,säugetierkunde,0.8429315090179443
vocab-item-151,the metronome,das metronom,0.8306068778038025
vocab-item-152,the paleontologist,der paläontologe,0.8502440452575684
vocab-item-153,the percussion,die perkussion,0.8048224449157715
vocab-item-154,the posterior,der hinten,0.6270192861557007
vocab-item-155,precarious,prekär,0.7709015607833862
vocab-item-156,the arbor,der Pavillon,0.4939531683921814
vocab-item-157,resuscitation,wiederbelebung,0.8398456573486328
vocab-item-158,the rosette,die rosette,0.8219995498657227
vocab-item-159,the saffron,der safran,0.8347089290618896
vocab-item-160,mischievous,schelmisch,0.7667055130004883
vocab-item-161,the skimmer,der abschäumer,0.6215518712997437
vocab-item-162,sedentary,sitzend,0.7901031374931335
vocab-item-163,the suede,das wildleder,0.5969950556755066
vocab-item-164,the turnstile,das Drehkreuz,0.7759194374084473
vocab-item-165,the triad,die triade,0.8264212012290955
vocab-item-166,dredging,baggern,0.3221161663532257
vocab-item-167,urban,städtisch,0.7477302551269531
vocab-item-168,the steam,der dampf,0.8129957914352417
vocab-item-169,the vertebra,der wirbel,0.8084085583686829
vocab-item-170,the bandage,der verband,0.7358190417289734
vocab-instruct-1,"In this game, you are going to listen to words and look at different pictures. Your job is to pick the picture that matches the word!","In diesem Spiel hörst du Wörter und siehst dir verschiedene Bilder an. Deine Aufgabe ist es, das Bild auszuwählen, das zum Wort passt!",0.8638536930084229
vocab-practice-1,"You are going to see some different pictures. For example, a picture of an apple and a picture of a carrot. Then, you'll hear a word for one of the pictures. Make sure to pick the picture that matches the word!","Du wirst einige verschiedene Bilder sehen. Zum Beispiel ein Bild von einem Apfel und ein Bild von einer Karotte. Dann hörst du ein Wort zu einem der Bilder. Achte darauf, dass du das Bild auswählst, das zum Wort passt!",0.8629783987998962
vocab-instruct-2,"Some words are hard, and that's okay. If you're not sure, just give your best guess!","Manche Wörter sind schwer, und das ist in Ordnung. Wenn du dir nicht sicher bist, gib einfach dein Bestes!",0.809276282787323
vocab-instruct-3,"If you need to hear the word again, press the speaker button.","Wenn du das Wort noch einmal hören möchtest, drücke die Lautsprechertaste.",0.8665962219238281
shared-intro-devices,"You can tap on a touchscreen, use the touchpad, or press the arrow keys for this activity. Try it now.","You can tap on a touchscreen, use the touchpad, or press the arrow keys for this activity. Try it now.",0.24851301312446594
shared-choose-picture-press-arrow,"To use an arrow key to choose a picture, press the key that points the same direction as the arrow below the picture.","To use an arrow key to choose a picture, press the key that points the same direction as the arrow below the picture.",0.2062758207321167
shared-intro-replay,You can press the replay button to hear things again. Try it now.,You can press the replay button to hear things again. Try it now.,0.2625889182090759
trog-instr1-matching,"This is a matching activity. Listen to what I say, then look at the pictures carefully. Choose the picture that goes with the words you hear.","This is a matching activity. Listen to what I say, then look at the pictures carefully. Choose the picture that goes with the words you hear.",0.22970134019851685
ChildSurveyIntro,"These questions ask you about how you feel at school and some of the things you do at school. There are no right or wrong answers. Choose the answer that best describes what you think. No, never; Yes, some of the time; Yes, most of the time; Yes, all of the time. The first two are for practice.","In diesen Fragen geht es darum, wie du dich in der Schule fühlst und was du in der Schule machst. Es gibt keine richtigen oder falschen Antworten. Wähle die Antwort, die am besten beschreibt, was du denkst. Nein, nie; Ja, manchmal; Ja, meistens; Ja, immer. Die ersten beiden Fragen sind zum Üben.",0.8718835115432739
Example1Comic,Do you like to read comic books?,Liest du gerne Comics?,0.8792442083358765
Example2Neat,Are you neat and tidy at school?,Bist du in der Schule ordentlich?,0.7204451560974121
TeacherNice,Is your teacher nice to you?,Ist dein Lehrer nett zu dir?,0.8711747527122498
TeacherLike,Does your teacher like you?,Mag dich dein Lehrer?,0.8638650178909302
TeacherListen,Does your teacher listen to you?,Hört dein Lehrer dir zu?,0.8675524592399597
SchoolFun,Is school fun?,Macht die Schule Spaß?,0.880739152431488
SchoolEnjoy,Do you enjoy school?,"Magst du es, in die Schule zu gehen?",0.8744721412658691
SchoolHappy,Are you happy at school?,Bist du glücklich in der Schule?,0.8759526610374451
SchoolSafe,Do you feel safe at school?,Fühlst du dich in der Schule sicher?,0.8766717314720154
ClassFriends,Do you have friends in your class?,Hast du Freunde in deiner Klasse?,0.8807314038276672
ClassHelp,Do the kids in your class help you when you need it?,"Helfen dir die Kinder in deiner Klasse, wenn du Hilfe brauchst?",0.8693047761917114
ClassPlay,Do the kids in your class play with you?,Spielen die Kinder in deiner Klasse mit dir?,0.8620744347572327
ClassNice,Are the kids in your class nice to you?,Sind die Kinder in deiner Klasse nett zu dir?,0.8716579675674438
LonelySchool,Do you feel lonely at school?,Fühlst du dich in der Schule einsam?,0.8709508776664734
LearningGood,Are you good at learning things in school?,"Bist du gut darin, in der Schule etwas zu lernen?",0.851622998714447
SchoolGiveUp,"When schoolwork is hard, do you give up right away?","Gibst du sofort auf, wenn dir die Schularbeit schwer fällt?",0.8613500595092773
ReadingEnjoy,Do you enjoy doing reading activities at school?,Macht es dir Spaß in der Schule zu lesen? ,0.8463510274887085
MathEnjoy,Do you enjoy doing math activities at school?,Hast du Spaß am Fach Mathe?,0.859344482421875
ReadingGood,Are you good at reading?,Bist du gut im Lesen?,0.8686026334762573
MathGood,Are you good at math?,Bist du gut in Mathe?,0.8727884292602539
GrowthMindSmart,Some kids think they can get smarter if they work really hard. Do you think that you can get smarter if you work really hard?,"Manche Kinder glauben, dass sie schlauer werden können, wenn sie sich anstrengen. Bist du auch der Meinung, dass du schlauer werden kannst, wenn du dich anstrengst?",0.8878035545349121
GrowthMindRead,Some kids think they can get better at reading if they work really hard. Do you think that you can get better at reading if you work really hard?,"Manche Kinder glauben, dass sie besser lesen können, wenn sie sich richtig anstrengen. Bist du auch der Meinung, dass du besser lesen kannst, wenn du dich richtig anstrengst?",0.8858053684234619
GrowthMindMath,Some kids think they can get better at math if they work really hard. Do you think that you can get better at math if you work really hard?,"Manche Kinder glauben, dass sie in Mathematik besser werden können, wenn sie sich richtig anstrengen. Bist du auch der Meinung, dass man in Mathe besser wird, wenn man sich richtig anstrengt?",0.8848004937171936
ChildSurveyRespoonses,"No, never; Yes, some of the time; Yes, most of the time; Yes, all of the time","Nein, nie; Ja, manchmal; Ja, meistens; Ja, immer",0.8608940839767456
ToM-scene7-instruct1,"Here is Diana. This morning at school, Diana put her toy in this drawer, because she didn’t want anyone to find it.","Das ist Diana. Als sie heute Morgen in die Schule kam, hat Diana ihr Spielzeug in diese Schublade gelegt, weil sie nicht wollte, dass es jemand findet.",0.865999698638916
ToM-scene7-instruct2,"But while Diana was outside, someone did find it! And moved it from inside the drawer, to inside the desk.","Aber während Diana draußen war, hat es jemand gefunden und aus der Schublade in den Schreibtisch gelegt.",0.8057124614715576
ToM-scene7-instruct3,So now it’s playtime and Diana wants her toy.,Nun haben die Kinder Zeit zum Spielen und Diana möchte ihr Spielzeug holen.,0.8540483713150024
ToM-scene7-q1-false_belief,Where will Diana look for her toy?,Wo wird Diana nach ihrem Spielzeug suchen?,0.8691291809082031
ToM-scene7-q2-reality_check,And where is her toy really?,Und wo ist ihr Spielzeug wirklich?,0.8477984666824341
desk,In the desk,Im Schreibtisch,0.8029464483261108
drawer,In the drawer,In der Schublade,0.7830991148948669
ToM-scene8-instruct1,"This morning when she came to school, Allie put her yellow pencil on this shelf, above the backpack shelf.","Heute Morgen, als sie in die Schule kam, legte Linda ihren gelben Bleistift auf das Regal über dem Rucksackregal.",0.8200970888137817
ToM-scene8-instruct2,"And then she went outside to play, see? Here’s Allie playing outside. And while she was outside playing, Allie’s yellow pencil fell down from on top of the shelf to behind the backpack shelf, see?","Und dann ist sie zum spielen nach draußen gegangen, siehst du? Und während sie draußen spielte, fiel Lindas gelber Bleistift von oben runter und hinter das Rucksackregal, siehst du?",0.79707270860672
ToM-scene8-instruct3,"Then Mike comes in, and Mike puts his pencil above the backpack shelf. Mike’s pencil is also yellow! But Allie is still outside playing, so she didn’t see what Mike was doing.","Dann kommt Tim herein, und Tim legt seinen Bleistift auf das Regal über dem Rucksackregal. Tims Bleistift ist auch gelb! Aber Linda ist noch draußen und spielt, deshalb hat sie nicht gesehen, was Tim gemacht hat.",0.8144338130950928
ToM-scene8-q1-false_belief,"Now, when Allie comes in from outside, where will she look first for her pencil?","Wenn Linda jetzt von draußen reinkommt, wo wird sie zuerst nach ihrem Bleistift suchen?",0.808030366897583
top,On top of the shelf above the backpack shelf,Oben auf dem Regal über dem Rucksackregal.,0.807952344417572
behind,Behind the backpack shelf,Hinter dem Rucksackregal,0.7867043018341064
ToM-scene-8-instruct4,"Let’s see what she does. Oh look, here is Allie reaching for this pencil up on top of the shelf. And now Mike sees Allie reaching for that pencil... the pencil that is Mike's!","Schauen wir mal, was sie macht. Oh, sieh mal, hier greift Linda nach dem Bleistift oben auf dem Regal. Und jetzt sieht Tim, wie Linda nach dem Bleistift greift... dem Bleistift, der Tim gehört!",0.8352768421173096
ToM-scene-8-q2-emotion_reasoning,How do you think Mike feels about Allie reaching for that pencil?,"Was glaubst du, wie Tim sich fühlt, wenn Linda nach dem Bleistift greift?",0.7762396931648254
ToM-scene-8-q3-emotion_reasoning,How do you think Mike would feel if he had not seen Allie reaching for the pencil?,"Wie würde sich Tim wohl fühlen, wenn er nicht gesehen hätte, wie Linda nach dem Bleistift greift?",0.7906088829040527
ToM-scene-8-q4-false_belief,Is Allie being mean and naughty for taking Mike’s pencil?,"Ist es gemein und frech von Linda, dass sie Tims Bleistift genommen hat?",0.7677692174911499
ToM-scene-8-q5-false_belief,Should Allie get in trouble with the teacher for taking Mike’s pencil?,"Sollte Linda Ärger mit der Lehrerin bekommen, weil sie Tims Bleistift genommen hat?",0.8251471519470215
ToM-scene-8-q6-reality_check,Can you help Mike find his pencil? Is it on top of the shelf or behind the backpack shelf?,"Kannst du Tim helfen, seinen Bleistift zu finden? Liegt er oben auf dem Regal oder hinter dem Rucksackregal?",0.8537356853485107
ToM-scene-8-q7-reality_check,Can you help Allie find her pencil? Is it on top of the shelf or behind the backpack shelf?,"Kannst du Linda helfen, ihren Bleistift zu finden? Liegt er oben auf dem Regal oder hinter dem Rucksackregal?",0.8488997220993042
ToM-scene-9-instruct1,"This is Mark. Mark is playing a really silly game today and not saying any words all day long. Instead, Mark is drawing pictures. Mark is at the library, deciding which book he would like to read. Mom shows Mark two books, a book about cups and a book about hills.","Das ist Mark. Mark spielt heute ein wirklich albernes Spiel und sagt den ganzen Tag lang kein einziges Wort. Stattdessen malt Mark Bilder. Mark ist in der Bibliothek und überlegt, welches Buch er gerne lesen möchte. Mama zeigt Mark zwei Bücher, ein Buch über Tassen und ein Buch über Hügel.",0.854431688785553
ToM-scene-9-instruct2,"Mark draws a picture of a hill, to tell Mom that he wants to read the book about hills. But when Mark gives Mom the picture, she holds it upside-down, so that it looks like a cup!","Mark malt ein Bild von einem Hügel, um Mama zu sagen, dass er das Buch über Hügel lesen möchte. Aber als Mark Mama das Bild gibt, hält sie es verkehrt herum so dass es wie eine Tasse aussieht!",0.8458123803138733
ToM-scene-9-q1-reality_check,What did Mark mean to draw?,Was wollte Mark eigentlich zeichnen?,0.8631895780563354
hill,A hill,Einen Hügel,0.8353506326675415
cup,A cup,Eine Tasse,0.8323750495910645
ToM-scene-9-q2-false_belief,"When Mom sees the picture, what book will she give Mark? ","Wenn Mama das Bild sieht, welches Buch wird sie Mark geben?",0.857124388217926
ToM-scene-9-q3-reality_check,What book does Mark really want? ,Welches Buch will Mark wirklich?,0.8603911399841309
hillsbook,The book about hills,Das Buch über Hügel,0.8355143070220947
cupbook,The book about cups,Das Buch über Tassen,0.827411413192749
ToM-scene-9-q4-emotion_reasoning,"Look, Mom realized her mistake and gave Mark the book he really wanted! How do you think Mark feels about getting the book he wanted?","Sieh mal, Mama hat den Fehler erkannt und Mark das Buch gegeben, das er wirklich wollte! Was glaubst du, wie sich Mark fühlt, weil er das Buch bekommen hat, das er wollte?",0.8629578948020935
ToM-scene-10-instruct1,Teacher Sarah tells all of the kids to take one storybook from the bag that she brought. There is one storybook for every kid.,"Lehrerin Sarah bittet alle Kinder, sich ein Bilderbuch aus der Tasche zu nehmen, die sie mitgebracht hat. Für jedes Kind gibt es ein Bilderbuch.",0.8601251244544983
ToM-scene-10-instruct2,"Now there are two storybooks left, and Brian and Megan are the last two kids without storybooks. But when Brian goes to get his storybook, he decides to take both storybooks, even though he knows that Megan doesn’t have a storybook yet, and that everyone is only supposed to have one. Brian hides the extra storybook in his desk.","Jetzt sind noch zwei Märchenbücher übrig, und Alexander und Tina sind die letzten beiden Kinder ohne Märchenbuch. Aber als Alexander sein Bilderbuch holen geht, beschließt er, beide Bilderbücher zu nehmen, obwohl er weiß, dass Tina noch kein Bilderbuch hat und dass jedes Kind nur eins haben darf. Alexander versteckt das zusätzliche Märchenbuch in seinem Schreibtisch.",0.857796847820282
ToM-scene-10-q1-emotion_reasoning,How does Megan feel about being the only child without a storybook?,"Wie fühlt sich Tina, weil sie das einzige Kind ohne ein Märchenbuch ist?",0.7850004434585571
ToM-scene-10-q2-emotion_reasoning,How would Megan feel if she received a book?,"Wie würde sich Tina fühlen, wenn sie ein Buch bekommen würde?",0.8022841811180115
ToM-scene-10-instruct3,"Teacher Sarah asks Brian, “Is there a storybook leftover, so Megan can have one?” Brian tells Teacher Sarah, “No, there is no storybook left. They are all being used right now.”","Lehrerin Sarah fragt Alexander: „Ist noch ein Märchenbuch übrig, damit Tina eins haben kann?“  Alexander sagt zu Lehrerin Sarah: „Nein, es ist kein Märchenbuch übrig. Sie werden gerade alle benutzt.“",0.83418869972229
ToM-scene-10-q3-reality_check,Is Brian lying?,Lügt Alexander?,0.7552842497825623
ToM-scene-10-q4-reality_check,"Is there still a storybook left, that isn’t being used right now?","Ist noch ein Märchenbuch übrig, das gerade nicht benutzt wird?",0.8443688154220581
ToM-scene-10-instruct4,"Megan is sad that she doesn’t have a storybook, and asks Teacher Sarah, ""is there an extra storybook for me?"" Teacher Sarah says, “I’m so sorry Megan, but there are no storybooks left, they are all being used right now.”","Tina ist traurig, dass sie kein Märchenbuch hat, und fragt Lehrerin Sarah: „Gibt es ein zusätzliches Märchenbuch für mich?"" Lehrerin Sarah sagt: „Es tut mir so leid, Tina, aber es gibt keine Märchenbücher mehr, sie werden gerade alle benutzt.“",0.8667285442352295
ToM-scene-10-q5-false_belief,Is Teacher Sarah lying?,Lügt Lehrerin Sarah?,0.8650477528572083
ToM-scene-10-q6-reality_check,"Is there still a storybook left, that isn’t being used right now?","Gibt es noch ein Märchenbuch, das gerade nicht benutzt wird?",0.8406995534896851
ToM-scene-11-instruct1,"This is Josh. Earlier today, Josh was tidying his room. Josh put his big basketball on his desk, his medium-sized soccer ball on his table, and his small baseball down on the bottom shelf.","Das ist Karl. Heute früh hat Karl sein Zimmer aufgeräumt. Karl hat seinen großen Basketball auf den Schreibtisch gelegt, seinen mittelgroßen Fußball auf den Tisch und seinen kleinen Baseball auf das unterste Regal.",0.8459247350692749
ToM-scene-11-instruct2,"Josh’s mom just walked in and Josh asks his mom to get one of the toys. Josh tells his mom, “I want the small ball!”","Karls Mutter kam gerade herein und Karl bat seine Mutter, eines der Spielzeuge zu holen. Karl sagt zu seiner Mutter: „Ich will den kleinen Ball!“",0.8619589805603027
ToM-scene-11-q1-reference,Which ball will mom get for Josh?,Welchen Ball wird Mama für Karl holen?,0.6936094760894775
ToM-scene-11-q2-reality_check,Which ball does Josh want?,Welchen Ball will Karl?,0.7503662705421448
baseball,The small baseball,Den kleinen Baseball,0.824920117855072
soccerball,The medium sized soccer ball,Den mittelgroßen Fußball,0.7807803153991699
big-basketball,The big basketball,Den großen Basketball,0.7819936275482178
ToM-scene-11-q3-emotion_reasoning,Josh wanted the baseball but mom gave him the soccer ball! How do you think Josh feels about receiving the wrong toy?,"Karl wollte den Baseball, aber Mama gab ihm den Fußball! Was denkst du, wie sich Karl fühlt, wenn er das falsche Spielzeug bekommt?",0.8623562455177307
ToM-scene-11-q4-emotion_reasoning,How do you think Josh would feel if he had received the correct toy?,"Was denkst du, wie er sich fühlen würde, wenn er das richtige Spielzeug bekommen hätte?",0.8403139710426331
ToM-scene-12-instruct1,"This morning, Dad asked Emma what toy she would like to take to school, and Emma told him that she would like to play with her yellow ball at recess.","Heute Morgen fragte Papa Emma, welches Spielzeug sie gerne mit in die Schule nehmen würde, und Emma sagte ihm, dass sie in der Pause gerne mit ihrem gelben Ball spielen würde.",0.8765009045600891
ToM-scene-12-instruct2,"Then Emma went to her room to get ready for school. While she was getting ready, she changed her mind, so she yelled to her dad, “Actually, may I please have my red ball instead?” and kept getting ready for school. But Dad did not hear Emma ask for her red ball.","Dann ging Emma in ihr Zimmer, um sich für die Schule fertig zu machen. Während sie sich fertig machte, änderte sie ihre Meinung und rief ihrem Vater zu: „Darf ich stattdessen meinen roten Ball haben?“ und machte sich weiter fertig für die Schule. Aber Papa hörte nicht, wie Emma nach ihrem roten Ball fragte.",0.8376731276512146
ToM-scene-12-q1-false_belief,Which toy does Dad think Emma wants to bring to school?,"Was glaubt Papa, welches Spielzeug Emma mit in die Schule nehmen möchte?",0.8401143550872803
ToM-scene-12-instruct3,"Dad didn’t hear Emma say she wants her red ball. So dad thinks Emma wants her yellow ball. Dad goes to pack Emma’s bag, but can’t find her yellow ball in the toy box! But dad finds a blue ball in the toy box, so he packs the blue ball for Emma instead.","Papa hat Emma nicht sagen hören, dass sie ihren roten Ball haben möchte. Deshalb denkt Papa, dass Emma ihren gelben Ball haben möchte. Papa geht los, um Emmas Tasche zu packen, kann aber ihren gelben Ball in der Spielzeugkiste nicht finden! Aber Papa findet einen blauen Ball in der Spielzeugkiste, also packt er stattdessen den blauen Ball für Emma ein.",0.8594957590103149
ToM-scene-12-q2-false_belief,Does Emma know that Dad packed the blue ball?,"Weiß Emma, dass Papa den blauen Ball eingepackt hat?",0.8523958325386047
ToM-scene-12-q3-false_belief,Which ball does Emma think Dad packed?,"Welchen Ball, glaubt Emma, hat Papa eingepackt?",0.7329897880554199
yellowball,The yellow ball,Den gelben Ball,0.8540703058242798
redball,The red ball,Den roten Ball,0.8396508097648621
blueball,The blue ball,Den blauen Ball,0.8447326421737671
ToM-scene-12-instruct4,"On the way to school, Dad tells Emma, “I’m so sorry, I couldn’t pack the toy that you wanted because I couldn’t find it”.","Auf dem Weg zur Schule sagt Papa zu Emma: „Es tut mir so leid, ich konnte das Spielzeug, das du dir gewünscht hast, nicht einpacken, weil ich es nicht finden konnte“.",0.8760010004043579
ToM-scene-12-q4-reality_check,What toy does Emma want?,Welches Spielzeug wünscht sich Emma?,0.8634498119354248
ToM-scene-12-q5-reality_check,What toy did Dad pack for Emma?,Welches Spielzeug hat Papa für Emma eingepackt?,0.8683905601501465
ToM-scene-12-instruct5,Emma is very happy to play with her ball.,"Emma ist sehr glücklich, mit ihrem Ball zu spielen.",0.8639305233955383
ToM-scene13-instruct1,"Here is Gabriel. This afternoon at school, Gabriel put his pencil in his pencil box.",Das ist Gabriel. Heute Nachmittag in der Schule hat Gabriel seinen Bleistift in seine Federtasche gelegt.,0.8221554756164551
ToM-scene13-instruct2,"But while Gabriel was outside, someone used his pencil! After using Gabriel’s pencil, the person put the pencil in a basket.","Aber während Gabriel draußen war, hat jemand seinen Bleistift benutzt! Nachdem die Person Gabriels Bleistift benutzt hatte, legte sie ihn in einen Becher.",0.8599647283554077
ToM-scene13-instruct3,"So now it’s time for class, and Gabriel wants his pencil.","Jetzt ist es Zeit für den Unterricht, und Gabriel sucht seinen Bleistift.",0.8498349189758301
ToM-scene13-q1-false_belief,Where will Gabriel look for his pencil?,Wo wird Gabriel nach seinem Bleistift suchen?,0.8544429540634155
box,In the box,In der Federtasche,0.5126532316207886
basket,In the basket,Im Becher,0.7304428815841675
ToM-scene13-q2-reality_check,And where is his pencil really?,Und wo ist sein Bleistift wirklich?,0.8288925886154175
ToM-scene14-instruct1,"This afternoon when he came home, Bobby put his soccer ball on the table.","Als er heute Nachmittag nach Hause kam, hat Bobby seinen Fußball auf den Tisch gelegt.",0.8618475198745728
ToM-scene14-instruct2,"And then he went outside to play, see? Here’s Bobby playing outside. And while he was outside playing, Bobby’s soccer ball fell off the table and onto the floor.","Und dann ging er nach draußen, um zu spielen, siehst du? Hier ist Bobby beim Spielen im Freien. Und während er draußen spielte, fiel Bobbys Fußball vom Tisch auf den Boden.",0.8633683323860168
ToM-scene14-instruct3,"Then Bobby’s sister Anna comes in. Anna also has a soccer ball! Anna puts her soccer ball on the table. Bobby is still outside playing, so he didn’t see what Anna was doing.","Dann kommt Bobbys Schwester Anna herein. Anna hat auch einen Fußball! Anna legt ihren Fußball auf den Tisch. Bobby ist immer noch draußen und spielt, deshalb hat er nicht gesehen, was Anna gemacht hat.",0.8555738925933838
ToM-scene14-q1-false_belief,"Now, when Bobby comes in from outside, where will he look first for his soccer ball?","Wenn Bobby jetzt von draußen reinkommt, wo wird er zuerst nach seinem Fußball suchen?",0.8371005654335022
table,On the table,Auf dem Tisch,0.7269892692565918
floor,On the floor,Auf dem Boden,0.715232253074646
ToM-scene-14-instruct4,"Let’s see what he does. Oh look, here is Bobby reaching for the soccer ball on the table. And now Anna sees Bobby reaching for that soccer ball... the soccer ball that is Anna's!","Schauen wir mal, was er macht. Oh, sieh mal, hier ist Bobby, der nach dem Fußball auf dem Tisch greift. Und jetzt sieht Anna, wie Bobby nach dem Fußball greift ... dem Fußball, der Anna gehört!",0.8457070589065552
ToM-scene-14-q2-emotion_reasoning,How do you think Anna feels about Bobby reaching for that soccer ball?,"Was denkst du, wie Anna sich fühlt, wenn Bobby nach dem Fußball greift?",0.8382241725921631
ToM-scene-14-q3-emotion_reasoning,How do you think Anna would feel if she had not seen Bobby reaching for the soccer ball?,"Was denkst du, wie Anna sich fühlen würde, wenn sie nicht gesehen hätte, wie Bobby nach dem Fußball gegriffen hat?",0.8540472984313965
ToM-scene-14-q4-false_belief,Is Bobby being mean and naughty for taking Anna’s soccer ball?,"Ist Bobby gemein und frech, weil er Annas Fußball genommen hat?",0.8531126379966736
ToM-scene-14-q5-false_belief,Should Bobby get in trouble with their mom for taking Anna’s soccer ball?,"Sollte Bobby Ärger mit seiner Mutter bekommen, weil er Annas Fußball genommen hat?",0.8505818247795105
ToM-scene-14-q6-reality_check,Can you help Anna find her soccer ball? Is it on the table or on the floor?,"Kannst du Anna helfen, ihren Fußball zu finden? Liegt er auf dem Tisch oder auf dem Boden?",0.8675490617752075
ToM-scene-14-q7-reality_check,Can you help Bobby find his soccer ball? Is it on the table or on the floor?,"Kannst du Bobby helfen, seinen Fußball zu finden? Liegt er auf dem Tisch oder auf dem Boden?",0.8670468926429749
ToM-scene-15-instruct1,"Alex, Beth, and Johnny are playing a game at the park. Here's how the game goes: One kid hides, but draws a clue in the sandbox so the other kids can find them. ","Robin, Sina und Tobias spielen ein Spiel im Park. Das Spiel läuft folgendermaßen ab: Ein Kind versteckt sich, malt aber einen Hinweis in den Sandkasten, damit die anderen Kinder es finden können.",0.811173141002655
ToM-scene-15-instruct2,"Johnny decides to hide behind the flower bush. He draws a clue in the sand. Johnny means to draw the flower bush, but the drawing looks like a rock instead! Then Johnny goes to hide behind the flower bush.","Tobias beschließt, sich hinter den Blumensträuchern zu verstecken. Er malt einen Hinweis in den Sand. Tobias will den Strauch zeichnen, aber die Zeichnung sieht stattdessen wie ein Stein aus! Dann versteckt sich Tobias hinter den Blumensträuchern.",0.8508325815200806
ToM-scene-15-q1-reality_check,What did Johnny mean to draw?,Was wollte Tobias zeichnen?,0.7411372661590576
flowerbush,A flower bush,Einen Blumenstrauch,0.8248923420906067
rocks,A rock,Einen Felsen,0.8299049139022827
ToM-scene-15-q2-false_belief,"When Alex and Beth see this clue, where will they look first for Johnny? Behind the flower bush or behind the rock?","Wenn Robin und Sina diesen Hinweis sehen, wo werden sie zuerst nach Tobias suchen? Hinter dem Blumenstrauch oder hinter dem Felsen?",0.7590751051902771
ToM-scene-15-q3-reality_check,Can you help them find where Johnny really is?,"Kannst du ihnen helfen, herauszufinden, wo Tobias wirklich ist?",0.7649960517883301
behind-flowerbush,Behind the flower bush,Hinter dem Blumenstrauch,0.8209890723228455
behind-rock,Behind the rock,Hinter dem Felsen,0.8470850586891174
