,item_id,labels,en-US,es-CO,de-DE,fr-CA,nl-NL,context,en-US.1
319,sds-3match-prompt2,same-different-selection,Here is the same set of cards again. Choose two cards that are the same in a different way.,Aquí están otra vez las mismas cartas. Ahora debe escoger dos cartas que sean pareja porque son iguales en algo diferente.,,,,"sds-3match-prompt2
Final es-co & de translation review complete",
320,sds-2match-prompt1,same-different-selection,Here is a new set of cards. Choose two cards that are the same in some way.,Aquí hay un nuevo grupo de cartas. Escoge dos cartas que sean iguales en algún aspecto. ,,,,"sds-2match-prompt1
Final es-co & de translation review complete",
321,sds-2match-prompt2,same-different-selection,Choose two cards that are the same in a different way.,Escoge dos cartas que sean pareja porque son iguales en algo diferente. ,,,,"sds-2match-prompt2
Final es-co & de translation review complete",
322,sds-3unique-prompt1,same-different-selection,Choose three cards that are the same in only one way.,Escoge tres cartas que sean iguales en un solo aspecto. ,,,,"sds-3unique-prompt1
Final es-co & de translation review complete",
323,sds-3unique-prompt2,same-different-selection,Choose another three cards that are the same in only one way.,Escoge otras tres cartas que sean iguales en un solo aspecto.,,,,"sds-3unique-prompt2
Final es-co & de translation review complete",
324,memory-game-display,memory-game,Watch the squares light up.,Observa se iluminan los cuadrados.,,,,"memory-game-display
Final es-co & de translation review complete",
325,memory-game-input,memory-game,Choose the squares in the same order.,Toca los cuadrados en el mismo orden.,,,,"memory-game-input
Final es-co & de translation review complete",
326,memory-game-instruct1,memory-game,This is the memory game. Here's how you play it.,Este es el juego de la memoria. Las reglas son las siguientes.,,,,"memory-game-instruct1
Final es-co & de translation review complete",
327,memory-game-instruct2,memory-game,You will see squares light up.,Verás que los cuadrados se iluminan.,,,,"memory-game-instruct2
Final es-co & de translation review complete",
328,memory-game-instruct3,memory-game,You're going to choose the squares in the same order.,Vas a tocar los cuadrados en el mismo orden.,,,,"memory-game-instruct3
Final es-co & de translation review complete",
329,memory-game-instruct4,memory-game,Watch carefully! Try to remember the order.,¡Observa con atención! Intenta recordar el orden.,,,,"memory-game-instruct4
Final es-co & de translation review complete",
330,memory-game-forward-prompt,memory-game,Choose the squares in the same order.,Escoge los cuadrados en el mismo orden.,,,,"memory-game-forward-prompt
Final es-co & de translation review complete",
331,memory-game-forward-try-again,memory-game,That's not quite right. Please try again. Choose the squares in the same order.,La respuesta no es correcta.  Inténtalo de nuevo. Escoge los cuadrados en el mismo orden.,,,,"memory-game-forward-try-again
",
332,memory-game-instruct5,memory-game,This time the game won't tell you if you're right or wrong. Let’s start playing the memory game!,Esta vez el juego no te dirá si la respuesta es correcta o no. ¡Empecemos a jugar al juego de memoria!,,,,"memory-game-instruct5
Final es-co & de translation review complete",
333,memory-game-instruct6,memory-game,Now let's play the memory game in reverse!,Ahora vamos a jugar al juego de la memoria a la inversa.,,,,"memory-game-instruct6
",
334,memory-game-instruct7,memory-game,Let’s start playing the memory game!,¡Empecemos a jugar al juego de memoria!,,,,"memory-game-instruct7
Final es-co & de translation review complete",
335,memory-game-backward-prompt,memory-game,Choose the squares in the backward order.,Escoge los cuadrados en orden inverso.,,,,"memory-game-backward-prompt
Final es-co & de translation review complete",
336,memory-game-backward-try-again,memory-game,That's not quite right. Please try again. Choose the squares in the backward order.,La respuesta no es correcta.  Inténtalo de nuevo. Escoge los cuadrados en orden inverso.,,,,"memory-game-backward-try-again
",
337,heart-instruct1,hearts-and-flowers,This is the heart game. Here's how you play it.,Este es el juego del corazón. Las reglas son las siguientes.,,,,"heart-instruct1
Final es-co & de translation review complete",
338,heart-instruct2,hearts-and-flowers,"When you see a heart, press the button on the same side.","Cuando veas un corazón, presiona el botón del mismo lado.",,,,"heart-instruct2
Final es-co & de translation review complete",
339,hearts-and-flowers-try-again,hearts-and-flowers,That's not quite right. Please try again.,La respuesta no es correcta.  Inténtalo de nuevo.,,,,"hearts-and-flowers-try-again
Final es-co & de translation review complete",
340,heart-practice-feedback1,hearts-and-flowers,The heart is on the right side. Press the right button.,El corazón está en el lado derecho. Presiona el botón derecho.,,,,"heart-practice-feedback1
Final es-co & de translation review complete",
341,hearts-and-flowers-practice-time,hearts-and-flowers,Time to practice!,¡Es hora de practicar!,,,,"hearts-and-flowers-practice-time
Final es-co & de translation review complete",
342,heart-practice-feedback2,hearts-and-flowers,"Remember! When you see a HEART, press the button on the SAME side.","¡Recuerda! Cuando veas un CORAZÓN, presiona el botón del MISMO lado.",,,,"heart-practice-feedback2
Final es-co & de translation review complete",
343,hearts-and-flowers-instruct1,hearts-and-flowers,This time the game will go faster. It won't tell you if you are right or wrong. Try to keep up!,Esta vez el juego irá más rápido. No te dirá si la respuesta es correcta o no. ¡Trata de seguir el ritmo!,,,,"hearts-and-flowers-instruct1
Final es-co & de translation review complete",
344,hearts-and-flowers-instruct2,hearts-and-flowers,"Try to answer as fast as you can without making mistakes. If you make a mistake, just keep going!","Intenta responder lo más rápido que puedas sin cometer errores. Si cometes un error, ¡sigue adelante!",,,,"hearts-and-flowers-instruct2
Final es-co & de translation review complete",
345,hearts-and-flowers-play-time,hearts-and-flowers,Time to play!,¡Hora de jugar!,,,,"hearts-and-flowers-play-time
Final es-co & de translation review complete",
346,flower-instruct1,hearts-and-flowers,This is the flower game. Here's how you play it.,Este es el juego de las flores. Las reglas son las siguientes.,,,,"flower-instruct1
Final es-co & de translation review complete",
347,flower-instruct2,hearts-and-flowers,"When you see a flower, press the button on the opposite side.","Cuando veas una flor, presiona el botón del lado opuesto.",,,,"flower-instruct2
Final es-co & de translation review complete",
348,flower-practice-feedback1,hearts-and-flowers,The flower is on the left side. Press the right button.,La flor está en el lado izquierdo. Presione el botón derecho.,,,,"flower-practice-feedback1
Final es-co & de translation review complete",
349,flower-practice-feedback2,hearts-and-flowers,"When you see a FLOWER, press the button on the OPPOSITE side.","Cuando veas una FLOR, presiona el botón en el lado OPUESTO.",,,,"flower-practice-feedback2
Final es-co & de translation review complete",
350,hearts-and-flowers-instruct3,hearts-and-flowers,"Now, we're going to play a game with hearts and flowers.","Ahora, vamos a jugar un juego con corazones y flores.",,,,"hearts-and-flowers-instruct3
Final es-co & de translation review complete",
351,hearts-and-flowers-encourage1,hearts-and-flowers,Try to keep up!,¡Trata de seguir el ritmo!,,,,"hearts-and-flowers-encourage1
Final es-co & de translation review complete",
352,hearts-and-flowers-encourage2,hearts-and-flowers,"If you make a mistake, just keep going!","Si cometes un error, ¡sigue adelante!",,,,"hearts-and-flowers-encourage2
Final es-co & de translation review complete",
353,hearts-and-flowers-end,hearts-and-flowers,Great job! You completed the game!,"¡Bien hecho, has terminado el juego!",,,,"hearts-and-flowers-end
Final es-co & de translation review complete",
354,vocab-item-001,vocab,the acorn,la bellota,,,,"vocab-item-001
",
355,vocab-item-002,vocab,the aloe,el áloe,,,,"vocab-item-002
",
356,vocab-item-003,vocab,the antenna,la antena,,,,"vocab-item-003
",
357,vocab-item-004,vocab,the artichoke,la alcachofa,,,,"vocab-item-004
",
358,vocab-item-005,vocab,the bamboo,el bambú,,,,"vocab-item-005
",
359,vocab-item-006,vocab,the barrel,el barril,,,,"vocab-item-006
",
360,vocab-item-007,vocab,the blender,la licuadora,,,,"vocab-item-007
",
361,vocab-item-008,vocab,the blower,el soplador,,,,"vocab-item-008
",
362,vocab-item-009,vocab,the bouquet,el ramo,,,,"vocab-item-009
",
363,vocab-item-010,vocab,the buffet,el bufé,,,,"vocab-item-010
",
364,vocab-item-011,vocab,the bulldozer,la excavadora,,,,"vocab-item-011
",
365,vocab-item-012,vocab,the cake,el pastel,,,,"vocab-item-012
",
366,vocab-item-013,vocab,the caramel,el caramelo,,,,"vocab-item-013
",
367,vocab-item-014,vocab,the carousel,el carrusel,,,,"vocab-item-014
",
368,vocab-item-015,vocab,the carrot,la zanahoria,,,,"vocab-item-015
",
369,vocab-item-016,vocab,the cassette,el casete,,,,"vocab-item-016
",
370,vocab-item-017,vocab,the cheese,el queso,,,,"vocab-item-017
",
371,vocab-item-018,vocab,the cloak,la capucha,,,,"vocab-item-018
",
372,vocab-item-019,vocab,the clothespin,la pinza para la ropa,,,,"vocab-item-019
",
373,vocab-item-020,vocab,the coaster,el portavasos,,,,"vocab-item-020
",
374,vocab-item-021,vocab,the cork,el corcho,,,,"vocab-item-021
",
375,vocab-item-022,vocab,the cornbread,el pan de maíz,,,,"vocab-item-022
",
376,vocab-item-023,vocab,the corset,el corsé,,,,"vocab-item-023
",
377,vocab-item-024,vocab,the dumpling,el dumpling,,,,"vocab-item-024
",
378,vocab-item-025,vocab,the elbow,el codo,,,,"vocab-item-025
",
379,vocab-item-026,vocab,the fan,el ventilador,,,,"vocab-item-026
",
380,vocab-item-027,vocab,the foam,la espuma,,,,"vocab-item-027
",
381,vocab-item-028,vocab,the footbath,la lavapiés,,,,"vocab-item-028
",
382,vocab-item-029,vocab,the fruitcake,el pastel de frutas,,,,"vocab-item-029
",
383,vocab-item-030,vocab,the gutter,la canaleta,,,,"vocab-item-030
",
384,vocab-item-031,vocab,the hamster,el hámster,,,,"vocab-item-031
",
385,vocab-item-032,vocab,the hedgehog,el erizo,,,,"vocab-item-032
",
386,vocab-item-033,vocab,the hoe,la azadilla,,,,"vocab-item-033
",
387,vocab-item-034,vocab,the hopscotch,la golosa,,,,"vocab-item-034
",
388,vocab-item-035,vocab,the kimono,el kimono,,,,"vocab-item-035
",
389,vocab-item-036,vocab,the latch,el cerrojo,,,,"vocab-item-036
",
390,vocab-item-037,vocab,the locker,el casillero,,,,"vocab-item-037
",
391,vocab-item-038,vocab,the lollipop,la chupeta,,,,"vocab-item-038
",
392,vocab-item-039,vocab,the map,el mapa,,,,"vocab-item-039
",
393,vocab-item-040,vocab,the marshmallow,el malvavisco,,,,"vocab-item-040
",
394,vocab-item-041,vocab,the net,la malla,,,,"vocab-item-041
",
395,vocab-item-042,vocab,the oil,el aceite,,,,"vocab-item-042
",
396,vocab-item-043,vocab,the omelet,la tortilla,,,,"vocab-item-043
",
397,vocab-item-044,vocab,the pie,la tarta,,,,"vocab-item-044
",
398,vocab-item-045,vocab,the pistachio,el pistacho,,,,"vocab-item-045
",
399,vocab-item-046,vocab,the pitcher,la jarra,,,,"vocab-item-046
",
400,vocab-item-047,vocab,the potato,la papa,,,,"vocab-item-047
",
401,vocab-item-048,vocab,the prism,el prisma,,,,"vocab-item-048
",
402,vocab-item-049,vocab,the puddle,el charco,,,,"vocab-item-049
",
403,vocab-item-050,vocab,the pump,la bomba de agua,,,,"vocab-item-050
",
404,vocab-item-051,vocab,the rice,el arroz,,,,"vocab-item-051
",
405,vocab-item-052,vocab,the saddle,la silla de montar,,,,"vocab-item-052
",
406,vocab-item-053,vocab,the sandbag,el saco de arena,,,,"vocab-item-053
",
407,vocab-item-054,vocab,the scaffolding,el andamio,,,,"vocab-item-054
",
408,vocab-item-055,vocab,the scoop,el cucharón,,,,"vocab-item-055
",
409,vocab-item-056,vocab,the seagull,la gaviota,,,,"vocab-item-056
",
410,vocab-item-057,vocab,the ship,el barco,,,,"vocab-item-057
",
411,vocab-item-058,vocab,the shower,la ducha,,,,"vocab-item-058
",
412,vocab-item-059,vocab,the silverware,los cubiertos,,,,"vocab-item-059
",
413,vocab-item-060,vocab,the sink,el lavabo,,,,"vocab-item-060
",
414,vocab-item-061,vocab,the ski,el esquí,,,,"vocab-item-061
",
415,vocab-item-062,vocab,the sloth,el oso perozoso,,,,"vocab-item-062
",
416,vocab-item-063,vocab,the snail,el caracol,,,,"vocab-item-063
",
417,vocab-item-064,vocab,the sorbet,el sorbete,,,,"vocab-item-064
",
418,vocab-item-065,vocab,the spatula,la espátula,,,,"vocab-item-065
",
419,vocab-item-066,vocab,the sprinkler,el aspersor,,,,"vocab-item-066
",
420,vocab-item-067,vocab,the squash,la calabaza,,,,"vocab-item-067
",
421,vocab-item-068,vocab,the squirrel,la ardilla,,,,"vocab-item-068
",
422,vocab-item-069,vocab,the stew,el guiso,,,,"vocab-item-069
",
423,vocab-item-070,vocab,the rubber band,la banda elástica,,,,"vocab-item-070
",
424,vocab-item-071,vocab,the stump,el tocón,,,,"vocab-item-071
",
425,vocab-item-072,vocab,the sunflower,el girasol,,,,"vocab-item-072
",
426,vocab-item-073,vocab,the swordfish,el pez espada,,,,"vocab-item-073
",
427,vocab-item-074,vocab,the tapestry,el tapiz,,,,"vocab-item-074
",
428,vocab-item-075,vocab,the teabag,la bolsa de té,,,,"vocab-item-075
",
429,vocab-item-076,vocab,the telescope,el telescopio,,,,"vocab-item-076
",
430,vocab-item-077,vocab,the thermos,el termo,,,,"vocab-item-077
",
431,vocab-item-078,vocab,the treasure,el tesoro,,,,"vocab-item-078
",
432,vocab-item-079,vocab,the trumpet,la trompeta,,,,"vocab-item-079
",
433,vocab-item-080,vocab,the tulip,el tulipán,,,,"vocab-item-080
",
434,vocab-item-081,vocab,the turbine,la turbina,,,,"vocab-item-081
",
435,vocab-item-082,vocab,the turkey,el pavo,,,,"vocab-item-082
",
436,vocab-item-083,vocab,the turtle,la tortuga,,,,"vocab-item-083
",
437,vocab-item-084,vocab,the typewriter,la máquina de escribir,,,,"vocab-item-084
",
438,vocab-item-085,vocab,the watermelon,la sandía,,,,"vocab-item-085
",
439,vocab-item-086,vocab,the waterwheel,la rueda hidráulica,,,,"vocab-item-086
",
440,vocab-item-087,vocab,the ant,la hormiga,,,,"vocab-item-087
",
441,vocab-item-088,vocab,the ball,la pelota,,,,"vocab-item-088
",
442,vocab-item-089,vocab,the bear,el oso,,,,"vocab-item-089
",
443,vocab-item-090,vocab,the duck,el pato,,,,"vocab-item-090
",
444,vocab-item-091,vocab,the fork,el tenedor,,,,"vocab-item-091
",
445,vocab-item-092,vocab,the kitten,el gatito,,,,"vocab-item-092
",
446,vocab-item-093,vocab,the knee,la rodilla,,,,"vocab-item-093
",
447,vocab-item-094,vocab,the milkshake,la malteada,,,,"vocab-item-094
",
448,vocab-item-095,vocab,the skin,la piel,,,,"vocab-item-095
",
449,vocab-item-096,vocab,the wall,el muro,,,,"vocab-item-096
",
450,vocab-item-097,vocab,the wheel,la rueda,,,,"vocab-item-097
",
451,vocab-item-098,vocab,the farm,la granja,,,,"vocab-item-098
",
452,vocab-item-099,vocab,juggling,el malabarismo,,,,"vocab-item-099
",
453,vocab-item-100,vocab,the dressing,el aderezo,,,,"vocab-item-100
",
454,vocab-item-101,vocab,the roof,el techo,,,,"vocab-item-101
",
455,vocab-item-102,vocab,peeking,espiando,,,,"vocab-item-102
",
456,vocab-item-103,vocab,the ruler,la regla,,,,"vocab-item-103
",
457,vocab-item-104,vocab,the tunnel,el túnel,,,,"vocab-item-104
",
458,vocab-item-105,vocab,the envelope,el sobre,,,,"vocab-item-105
",
459,vocab-item-106,vocab,the diamond,el diamante,,,,"vocab-item-106
",
460,vocab-item-107,vocab,the calendar,el calendario,,,,"vocab-item-107
",
461,vocab-item-108,vocab,the panda,el panda,,,,"vocab-item-108
",
462,vocab-item-109,vocab,the arrow,la flecha,,,,"vocab-item-109
",
463,vocab-item-110,vocab,picking,cosecha,,,,"vocab-item-110
",
464,vocab-item-111,vocab,dripping,goteo,,,,"vocab-item-111
",
465,vocab-item-112,vocab,the knight,el caballero,,,,"vocab-item-112
",
466,vocab-item-113,vocab,delivering,entregando,,,,"vocab-item-113
",
467,vocab-item-114,vocab,the dentist,la dentista,,,,"vocab-item-114
",
468,vocab-item-115,vocab,the claw,la garra,,,,"vocab-item-115
",
469,vocab-item-116,vocab,the uniform,el uniforme,,,,"vocab-item-116
",
470,vocab-item-117,vocab,furry,peludo,,,,"vocab-item-117
",
471,vocab-item-118,vocab,the cormorant,el cormorán,,,,"vocab-item-118
",
472,vocab-item-119,vocab,fetch,traer,,,,"vocab-item-119
",
473,vocab-item-120,vocab,the arcade,la arcada,,,,"vocab-item-120
",
474,vocab-item-121,vocab,the artifact,el artefacto,,,,"vocab-item-121
",
475,vocab-item-122,vocab,aversion,aversión,,,,"vocab-item-122
",
476,vocab-item-123,vocab,the beret,la boina,,,,"vocab-item-123
",
477,vocab-item-124,vocab,applaud,aplaudir,,,,"vocab-item-124
",
478,vocab-item-125,vocab,timid,tímido,,,,"vocab-item-125
",
479,vocab-item-126,vocab,the camp,el campamento,,,,"vocab-item-126
",
480,vocab-item-127,vocab,tumble,caída,,,,"vocab-item-127
",
481,vocab-item-128,vocab,concentric,concéntrico,,,,"vocab-item-128
",
482,vocab-item-129,vocab,the confectionery,la confitería,,,,"vocab-item-129
",
483,vocab-item-130,vocab,the couturier,el costurero,,,,"vocab-item-130
",
484,vocab-item-131,vocab,degression,disminución,,,,"vocab-item-131
",
485,vocab-item-132,vocab,the divan,el diván,,,,"vocab-item-132
",
486,vocab-item-133,vocab,the wetland,el humedal,,,,"vocab-item-133
",
487,vocab-item-134,vocab,the baywindow,la ventana salediza,,,,"vocab-item-134
",
488,vocab-item-135,vocab,the aesthete,el esteta,,,,"vocab-item-135
",
489,vocab-item-136,vocab,ecstatic,extático,,,,"vocab-item-136
",
490,vocab-item-137,vocab,rickety,desvencijado,,,,"vocab-item-137
",
491,vocab-item-138,vocab,gourmet,gourmet,,,,"vocab-item-138
",
492,vocab-item-139,vocab,gesticulate,gesticular,,,,"vocab-item-139
",
493,vocab-item-140,vocab,the facade,la fachada,,,,"vocab-item-140
",
494,vocab-item-141,vocab,the slope,la pendiente,,,,"vocab-item-141
",
495,vocab-item-142,vocab,the habit,el hábito,,,,"vocab-item-142
",
496,vocab-item-143,vocab,the intersection,la intersección,,,,"vocab-item-143
",
497,vocab-item-144,vocab,the irrigation,la irrigación,,,,"vocab-item-144
",
498,vocab-item-145,vocab,the kazoo,el kazoo,,,,"vocab-item-145
",
499,vocab-item-146,vocab,chat,conversar,,,,"vocab-item-146
",
500,vocab-item-147,vocab,the colony,la colonia,,,,"vocab-item-147
",
501,vocab-item-148,vocab,preserve,preservar,,,,"vocab-item-148
",
502,vocab-item-149,vocab,the awning,el toldo,,,,"vocab-item-149
",
503,vocab-item-150,vocab,mammalogy,mamalogía,,,,"vocab-item-150
",
504,vocab-item-151,vocab,the metronome,el metrónomo,,,,"vocab-item-151
",
505,vocab-item-152,vocab,the paleontologist,el paleontólogo,,,,"vocab-item-152
",
506,vocab-item-153,vocab,the percussion,la percusión,,,,"vocab-item-153
",
507,vocab-item-154,vocab,the posterior,la posterior,,,,"vocab-item-154
",
508,vocab-item-155,vocab,precarious,precario,,,,"vocab-item-155
",
509,vocab-item-156,vocab,the arbor,el quiosco,,,,"vocab-item-156
",
510,vocab-item-157,vocab,resuscitation,resucitación,,,,"vocab-item-157
",
511,vocab-item-158,vocab,the rosette,el rosetón,,,,"vocab-item-158
",
512,vocab-item-159,vocab,the saffron,el azafrán,,,,"vocab-item-159
",
513,vocab-item-160,vocab,mischievous,travieso,,,,"vocab-item-160
",
514,vocab-item-161,vocab,the skimmer,la desnatadora,,,,"vocab-item-161
",
515,vocab-item-162,vocab,sedentary,sedentario,,,,"vocab-item-162
",
516,vocab-item-163,vocab,the suede,la gamuza,,,,"vocab-item-163
",
517,vocab-item-164,vocab,the turnstile,el torniquete,,,,"vocab-item-164
",
518,vocab-item-165,vocab,the triad,la tríada,,,,"vocab-item-165
",
519,vocab-item-166,vocab,dredging,dragado,,,,"vocab-item-166
",
520,vocab-item-167,vocab,urban,urbano,,,,"vocab-item-167
",
521,vocab-item-168,vocab,the steam,el vapor,,,,"vocab-item-168
",
522,vocab-item-169,vocab,the vertebra,la vértebra,,,,"vocab-item-169
",
523,vocab-item-170,vocab,the bandage,el vendaje,,,,"vocab-item-170
",
524,vocab-instruct-1,vocab,"In this game, you are going to listen to words and look at different pictures. Your job is to pick the picture that matches the word!","En este juego, escucharás palabras y observarás diferentes imágenes. ¡Tu tarea es elegir la imagen que coincida con la palabra!",,,,"vocab-instruct-1
",
525,vocab-practice-1,vocab,"You are going to see some different pictures. For example, a picture of an apple and a picture of a carrot. Then, you'll hear a word for one of the pictures. Make sure to pick the picture that matches the word!","A continuación, verás algunas imágenes, por ejemplo, una imagen de una manzana y una imagen de una zanahoria. Luego, escucharás la palabra que identifica una de las imágenes. ¡Asegúrate de elegir la imagen que coincida con la palabra!",,,,"vocab-practice-1
",
526,vocab-instruct-2,vocab,"Some words are hard, and that's okay. If you're not sure, just give your best guess!","Algunas palabras son difíciles, pero no te preocupes, si tienes dudas, ¡haz tu mejor intento!",,,,"vocab-instruct-2
",
527,vocab-instruct-3,vocab,"If you need to hear the word again, press the speaker button.","Si necesitas escuchar la palabra otra vez, presiona el botón del altavoz.",,,,"vocab-instruct-3
",
528,shared-intro-devices,trog,"You can tap on a touchscreen, use the touchpad, or press the arrow keys for this activity. Try it now.","You can tap on a touchscreen, use the touchpad, or press the arrow keys for this activity. Try it now.",,,,"shared-intro-devices
",
529,shared-choose-picture-press-arrow,trog,"To use an arrow key to choose a picture, press the key that points the same direction as the arrow below the picture.","To use an arrow key to choose a picture, press the key that points the same direction as the arrow below the picture.",,,,"shared-choose-picture-press-arrow
",
530,shared-intro-replay,trog,You can press the replay button to hear things again. Try it now.,You can press the replay button to hear things again. Try it now.,,,,"shared-intro-replay
",
531,trog-instr1-matching,trog,"This is a matching activity. Listen to what I say, then look at the pictures carefully. Choose the picture that goes with the words you hear.","This is a matching activity. Listen to what I say, then look at the pictures carefully. Choose the picture that goes with the words you hear.",,,,"trog-instr1-matching
",
532,ChildSurveyIntro,survey,"These questions ask you about how you feel at school and some of the things you do at school. There are no right or wrong answers. Choose the answer that best describes what you think. No, never; Yes, some of the time; Yes, most of the time; Yes, all of the time. The first two are for practice.","Estas preguntas se refieren a cómo te sientes en la escuela, y a algunas de las cosas que haces en la escuela. No hay respuestas correctas ni incorrectas. Elige la respuesta que mejor diga lo que tú piensas. No, nunca; Sí, algunas veces; Sí, muchas veces; Sí, siempre. Las dos primeras preguntas son de práctica.",,,,"ChildSurveyIntro
",
533,Example1Comic,survey,Do you like to read comic books?,¿Te gusta leer historietas (comics)?,,,,"Example1Comic
",
534,Example2Neat,survey,Are you neat and tidy at school?,¿Eres limpio y ordenado en el colegio?,,,,"Example2Neat
",
535,TeacherNice,survey,Is your teacher nice to you?,¿Te trata bien tu profesor?,,,,"TeacherNice
",
536,TeacherLike,survey,Does your teacher like you?,¿Le caes bien a tu profesor?,,,,"TeacherLike
",
537,TeacherListen,survey,Does your teacher listen to you?,¿Te escucha tu profesor?,,,,"TeacherListen
",
538,SchoolFun,survey,Is school fun?,¿Te diviertes en el colegio?,,,,"SchoolFun
",
539,SchoolEnjoy,survey,Do you enjoy school?,¿Te gusta la escuela?,,,,"SchoolEnjoy
",
540,SchoolHappy,survey,Are you happy at school?,¿Te sientes feliz en la escuela?,,,,"SchoolHappy
",
541,SchoolSafe,survey,Do you feel safe at school?,¿Te sientes seguro o segura en el colegio?,,,,"SchoolSafe
",
542,ClassFriends,survey,Do you have friends in your class?,¿Tienes amigos o amigas en tu clase?,,,,"ClassFriends
",
543,ClassHelp,survey,Do the kids in your class help you when you need it?,¿Te ayudan los niños y las niñas de tu clase cuando lo necesitas?,,,,"ClassHelp
",
544,ClassPlay,survey,Do the kids in your class play with you?,¿Los niños y las niñas de tu clase juegan contigo?,,,,"ClassPlay
",
545,ClassNice,survey,Are the kids in your class nice to you?,¿Los niños y las niñas de tu clase son amables contigo?,,,,"ClassNice
",
546,LonelySchool,survey,Do you feel lonely at school?,¿Te sientes solo o sola en el colegio?,,,,"LonelySchool
",
547,LearningGood,survey,Are you good at learning things in school?,¿Te queda fácil aprender en el colegio?,,,,"LearningGood
",
548,SchoolGiveUp,survey,"When schoolwork is hard, do you give up right away?","Cuando las tareas escolares son difíciles, ¿te rindes enseguida?",,,,"SchoolGiveUp
",
549,ReadingEnjoy,survey,Do you enjoy doing reading activities at school?,¿Te gusta hacer actividades de lectura en el colegio?,,,,"ReadingEnjoy
",
550,MathEnjoy,survey,Do you enjoy doing math activities at school?,¿Te gusta hacer actividades de matemáticas en el colegio?,,,,"MathEnjoy
",
551,ReadingGood,survey,Are you good at reading?,¿Eres bueno o buena para la lectura?,,,,"ReadingGood
",
552,MathGood,survey,Are you good at math?,¿Eres bueno o buena para las matemáticas?,,,,"MathGood
",
553,GrowthMindSmart,survey,Some kids think they can get smarter if they work really hard. Do you think that you can get smarter if you work really hard?,Algunos niños y niñas piensan que pueden ser más inteligentes si se esfuerzan mucho. ¿Crees que tú puedes ser más inteligente si te esfuerzas mucho?,,,,"GrowthMindSmart
",
554,GrowthMindRead,survey,Some kids think they can get better at reading if they work really hard. Do you think that you can get better at reading if you work really hard?,Algunos niños y niñas creen que pueden mejorar en lectura si se esfuerzan mucho. ¿Crees que tú puedes mejorar en lectura si te esfuerzas mucho?,,,,"GrowthMindRead
",
555,GrowthMindMath,survey,Some kids think they can get better at math if they work really hard. Do you think that you can get better at math if you work really hard?,Algunos niños y niñas creen que pueden mejorar en matemáticas si se esfuerzan mucho. ¿Crees que tú puedes mejorar en matemáticas si te esfuerzas mucho?,,,,"GrowthMindMath
",
556,ChildSurveyRespoonses,survey,"No, never; Yes, some of the time; Yes, most of the time; Yes, all of the time","No, nunca; Sí, algunas veces; Sí, muchas veces; Sí, siempre",,,,"ChildSurveyRespoonses
",
557,ToM-scene7-instruct1,theory-of-mind,"Here is Diana. This morning at school, Diana put her toy in this drawer, because she didn’t want anyone to find it.","Here is Diana. This morning at school, Diana put her toy in this drawer, because she didn’t want anyone to find it.",,,,"ToM-scene7-instruct1
",
558,ToM-scene7-instruct2,theory-of-mind,"But while Diana was outside, someone did find it! And moved it from inside the drawer, to inside the desk.","But while Diana was outside, someone did find it! And moved it from inside the drawer, to inside the desk.",,,,"ToM-scene7-instruct2
",
559,ToM-scene7-instruct3,theory-of-mind,So now it’s playtime and Diana wants her toy.,So now it’s playtime and Diana wants her toy.,,,,"ToM-scene7-instruct3
",
560,ToM-scene7-q1-false_belief,theory-of-mind,Where will Diana look for her toy?,Where will Diana look for her toy?,,,,"ToM-scene7-q1-false_belief
",
561,ToM-scene7-q2-reality_check,theory-of-mind,And where is her toy really?,And where is her toy really?,,,,"ToM-scene7-q2-reality_check
",
562,desk,theory-of-mind,In the desk,In the desk,,,,"desk
",
563,drawer,theory-of-mind,In the drawer,In the drawer,,,,"drawer
",
564,ToM-scene8-instruct1,theory-of-mind,"This morning when she came to school, Allie put her yellow pencil on this shelf, above the backpack shelf.","This morning when she came to school, Allie put her yellow pencil on this shelf, above the backpack shelf.",,,,"ToM-scene8-instruct1
",
565,ToM-scene8-instruct2,theory-of-mind,"And then she went outside to play, see? Here’s Allie playing outside. And while she was outside playing, Allie’s yellow pencil fell down from on top of the shelf to behind the backpack shelf, see?","And then she went outside to play, see? Here’s Allie playing outside. And while she was outside playing, Allie’s yellow pencil fell down from on top of the shelf to behind the backpack shelf, see?",,,,"ToM-scene8-instruct2
",
566,ToM-scene8-instruct3,theory-of-mind,"Then Mike comes in, and Mike puts his pencil above the backpack shelf. Mike’s pencil is also yellow! But Allie is still outside playing, so she didn’t see what Mike was doing.","Then Mike comes in, and Mike puts his pencil above the backpack shelf. Mike’s pencil is also yellow! But Allie is still outside playing, so she didn’t see what Mike was doing.",,,,"ToM-scene8-instruct3
",
567,ToM-scene8-q1-false_belief,theory-of-mind,"Now, when Allie comes in from outside, where will she look first for her pencil?","Now, when Allie comes in from outside, where will she look first for her pencil?",,,,"ToM-scene8-q1-false_belief
",
568,top,theory-of-mind,On top of the shelf above the backpack shelf,On top of the shelf above the backpack shelf,,,,"top
",
569,behind,theory-of-mind,Behind the backpack shelf,Behind the backpack shelf,,,,"behind
",
